Category,Description,price_per_100g
CEREALS RTE,"CEREALS RTE,KELLOGG,TIGER POWER",1.78
CEREALS RTE,"CEREALS RTE,KELLOGG,TSTD HONEY CRUNCH",1.38
CEREALS RTE,"CEREALS RTE,KELLOGG,MINI SWIRLZ FUDGE RIPPLE",3.28
CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES BY KELLOGG",0.72
CEREALS RTE,"CEREALS RTE,KASHI,HEART TO HEART,WILD BLUEBERRY",2.78
CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE CINN HARVEST",3.82
CEREALS RTE,"CEREALS RTE,KASHI MIGHTY BITES,CINN CRL",1.3
CEREALS RTE,"CEREALS RTE,KASHI MIGHTY BITES,HONEY CRUNCH CRL",1.1
CEREALS RTE,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE STRAWBERRY",3.3
CEREALS RTE,"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",4.8
CEREALS,"CEREALS,RTE,KRAFT,POST SELECTS CRANBERRY ALMOND CRUNCH",2.87
CEREALS RTE,"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO",4.82
No Category,RICE & WHEAT CRL BAR,0.95
CEREALS RTE,"CEREALS RTE,QUAKER,PNUT BUTTER CHOCOLATEY CRUNCH CRL",3.87
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL",3.67
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",2.23
CEREALS RTE,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",2.22
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER LIFE VANILLA YOGURT CRUNCH CRL",4.16
CEREALS RTE,"CEREALS RTE,QUAKER,SUPERMAN LIFE CRL",3.34
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST",0.73
CEREALS RTE,"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",2.83
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,APPL JACKS CRL STRAWS",2.69
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,FROOT LOOPS CRL STRAWS",0.61
CEREALS RTE,"CEREALS RTE,KELLOGG'S MINI-WHEATS FRSTD STRAWBERRY DELIGHT",1.69
CEREALS RTE,"CEREALS RTE,KELLOGG,MINI SWIRLZ PNUT BUTTER CRL",4.97
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,COCOA KRISPIES CRL STRAWS",3.95
CEREALS RTE,"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",1.04
CEREALS,"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",4.84
CEREALS,"CEREALS,KASHI,KASHI GO LN HOT CRL,TRULY VANILLA,DRY",4.88
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL",3.19
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,ORCHARD SPICE CRL",3.35
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,SMMR BERRY CRL",0.74
CEREALS RTE,"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",1.65
CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",0.72
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",1.5
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,MAPLE,DRY",4.59
CEREALS,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,RAISIN SPICE,DRY",2.18
ACEROLA,"ACEROLA,(WEST INDIAN CHERRY),RAW",4.45
ACEROLA JUICE,"ACEROLA JUICE,RAW",4.14
APPLES,"APPLES,RAW,WITH SKIN",0.33
APPLES,"APPLES,RAW,WITHOUT SKIN",0.83
APPLES,"APPLES,RAW,WO/SKN,CKD,BLD",1.46
APPLES,"APPLES,RAW,WO/ SKN,CKD,MICROWAVE",1.51
APPLES,"APPLES,CND,SWTND,SLICED,DRND,UNHTD",1.39
APPLES,"APPLES,CND,SWTND,SLICED,DRND,HTD",2.35
APPLES,"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",2.12
APPLES,"APPLES,DEHYD (LO MOIST),SULFURED,STWD",1.98
APPLES,"APPLES,DRIED,SULFURED,UNCKD",0.89
APPLES,"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR",1.48
APPLES,"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",0.28
APPLES,"APPLES,FRZ,UNSWTND,UNHTD",2.35
APPLES,"APPLES,FRZ,UNSWTND,HTD",1.78
APPLE JUC,"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",0.77
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",2.1
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",0.76
APPLESAUCE,"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",2.34
APPLESAUCE,"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",0.56
APRICOTS,"APRICOTS,RAW",2.83
APRICOTS,"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS",1.12
APRICOTS,"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS",3.71
APRICOTS,"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS",1.06
APRICOTS,"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS",4.13
APRICOTS,"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS",0.96
APRICOTS,"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS",2.79
APRICOTS,"APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",3.55
APRICOTS,"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",1.04
APRICOTS,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",2.69
APRICOTS,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD",4.23
APRICOTS,"APRICOTS,DRIED,SULFURED,UNCKD",3.92
APRICOTS,"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR",3.15
APRICOTS,"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR",4.05
APRICOTS,"APRICOTS,FROZEN,SWEETENED",3.17
APRICOT NECTAR,"APRICOT NECTAR,CND,WO/ VIT C",3.22
AVOCADOS,"AVOCADOS,RAW,ALL COMM VAR",4.46
AVOCADOS,"AVOCADOS,RAW,CALIFORNIA",2.61
AVOCADOS,"AVOCADOS,RAW,FLORIDA",3.62
BANANAS,"BANANAS,RAW",0.51
BANANAS,"BANANAS,DEHYD,OR BANANA PDR",3.75
BLACKBERRIES,"BLACKBERRIES,RAW",2.53
BLACKBERRY JUC,"BLACKBERRY JUC,CND",3.77
BLACKBERRIES,"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",3.15
BLACKBERRIES,"BLACKBERRIES,FRZ,UNSWTND",4.43
BLUEBERRIES,"BLUEBERRIES,RAW",1.85
BLUEBERRIES,"BLUEBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",0.61
BLUEBERRIES,"BLUEBERRIES,WILD,FRZ",4.99
BLUEBERRIES,"BLUEBERRIES,FRZ,UNSWTND",3.95
BLUEBERRIES,"BLUEBERRIES,FRZ,SWTND",1.96
BOYSENBERRIES,"BOYSENBERRIES,CND,HVY SYRUP",4.83
BOYSENBERRIES,"BOYSENBERRIES,FRZ,UNSWTND",2.84
BREADFRUIT,"BREADFRUIT,RAW",4.41
CARAMBOLA,"CARAMBOLA,(STARFRUIT),RAW",4.0
CARISSA,"CARISSA,(NATAL-PLUM),RAW",3.41
CHERIMOYA,"CHERIMOYA,RAW",3.33
CHERRIES,"CHERRIES,SOUR,RED,RAW",0.67
CHERRIES,"CHERRIES,SOUR,RED,CND,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)",2.12
CHERRIES,"CHERRIES,SOUR,RED,CND,LT SYRUP PK,SOL&LIQUIDS",0.68
CHERRIES,"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",4.79
CHERRIES,"CHERRIES,SOUR,RED,CND,EX HVY SYRUP PK,SOL&LIQUIDS",4.45
CHERRIES,"CHERRIES,SOUR,RED,FRZ,UNSWTND",4.14
CHERRIES,"CHERRIES,SWEET,RAW",3.07
CHERRIES,"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",4.82
CHERRIES,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",2.89
CHERRIES,"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS",3.55
CHERRIES,"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS",3.27
CHERRIES,"CHERRIES,SWT,CND,EX HVY SYRUP PK,SOL&LIQUIDS",1.77
CHERRIES,"CHERRIES,SWT,FRZ,SWTND",4.57
CRABAPPLES,"CRABAPPLES,RAW",0.32
CRANBERRIES,"CRANBERRIES,RAW",0.62
CRANBERRIES,"CRANBERRIES,DRIED,SWTND",1.83
CRANBERRY SAU,"CRANBERRY SAU,CND,SWTND",4.22
CRANBERRY-ORANGE RELISH,"CRANBERRY-ORANGE RELISH,CND",2.37
CURRANTS,"CURRANTS,EUROPEAN BLACK,RAW",1.08
CURRANTS,"CURRANTS,RED&WHITE,RAW",2.62
CURRANTS,"CURRANTS,ZANTE,DRIED",0.57
CUSTARD-APPLE,"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",1.09
DATES,"DATES,DEGLET NOOR",2.86
ELDERBERRIES,"ELDERBERRIES,RAW",0.95
FIGS,"FIGS,RAW",2.55
FIGS,"FIGS,CND,H2O PK,SOL&LIQUIDS",2.23
FIGS,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",1.26
FIGS,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",4.64
FIGS,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",1.55
FIGS,"FIGS,DRIED,UNCOOKED",1.92
FIGS,"FIGS,DRIED,STEWED",1.41
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",2.38
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",4.48
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",1.92
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",2.53
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",4.93
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",4.53
FRUIT SALAD,"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",2.45
FRUIT SALAD,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",3.73
FRUIT SALAD,"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",1.38
FRUIT SALAD,"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",2.79
FRUIT SALAD,"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",4.34
GOOSEBERRIES,"GOOSEBERRIES,RAW",3.22
GOOSEBERRIES,"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",4.49
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",4.33
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",0.72
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",2.15
GRAPEFRUIT,"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",4.62
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,ALL AREAS",1.74
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",3.67
GRAPEFRUIT,"GRAPEFRUIT,RAW,WHITE,FLORIDA",3.88
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",4.45
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",0.95
GRAPEFRUIT,"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",4.58
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",1.19
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,CND,SWTND",3.54
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",2.89
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O",0.96
GRAPEFRUIT JUC,"GRAPEFRUIT JUC,WHITE,RAW",0.9
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",3.92
GRAPES,"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",3.65
GRAPES,"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW",2.14
GRAPES,"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",2.84
GRAPES,"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",0.38
GRAPE JUC,"GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",1.43
GRAPE JUC COCKTAIL,"GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C",3.62
GRAPE JUC COCKTAIL,"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",3.2
GROUNDCHERRIES,"GROUNDCHERRIES,(CAPE-GOOSEBERRIES OR POHA),RAW",0.7
GUAVAS,"GUAVAS,COMMON,RAW",0.9
GUAVAS,"GUAVAS,STRAWBERRY,RAW",4.71
GUAVA SAUCE,"GUAVA SAUCE,COOKED",1.14
JACKFRUIT,"JACKFRUIT,RAW",2.82
JAVA-PLUM,"JAVA-PLUM,(JAMBOLAN),RAW",1.35
JUJUBE,"JUJUBE,RAW",3.41
JUJUBE,"JUJUBE,DRIED",3.04
KIWI FRUIT,"KIWI FRUIT,(CHINESE GOOSEBERRIES),FRSH,RAW",0.97
KUMQUATS,"KUMQUATS,RAW",3.83
LEMONS,"LEMONS,RAW,WITHOUT PEEL",1.79
LEMONS,"LEMONS,RAW,WITH PEEL",0.54
LEMON JUICE,"LEMON JUICE,RAW",4.24
LEMON JUC,"LEMON JUC,CND OR BTLD",4.3
LEMON JUC,"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH",2.44
LEMON PEEL,"LEMON PEEL,RAW",4.96
LIMES,"LIMES,RAW",4.15
LIME JUICE,"LIME JUICE,RAW",1.79
LIME JUC,"LIME JUC,CND OR BTLD,UNSWTND",3.49
LITCHIS,"LITCHIS,RAW",4.93
LITCHIS,"LITCHIS,DRIED",4.37
LOGANBERRIES,"LOGANBERRIES,FROZEN",1.01
LONGANS,"LONGANS,RAW",2.34
LONGANS,"LONGANS,DRIED",1.39
LOQUATS,"LOQUATS,RAW",0.72
MAMMY-APPLE,"MAMMY-APPLE,(MAMEY),RAW",2.49
MANGOS,"MANGOS,RAW",4.53
MANGOSTEEN,"MANGOSTEEN,CND,SYRUP PK",3.79
MELONS,"MELONS,CANTALOUPE,RAW",1.47
MELONS,"MELONS,CASABA,RAW",3.58
MELONS,"MELONS,HONEYDEW,RAW",3.32
MELON BALLS,"MELON BALLS,FROZEN",2.3
FRUIT,"FRUIT,MXD,(PEACH&PEAR&PNAPPL),CND,HVY SYRUP,SOL&LIQUIDS",1.08
FRUIT,"FRUIT,MXD,(PRUNE&APRICOT&PEAR),DRIED",3.78
FRUIT,"FRUIT,MXD,(PCH, CHER-SWT & SR, RASPB, GRAPE, BOYS),FRZ,SWTND",2.56
MULBERRIES,"MULBERRIES,RAW",1.62
NECTARINES,"NECTARINES,RAW",1.78
OHELOBERRIES,"OHELOBERRIES,RAW",2.03
OLIVES,"OLIVES,RIPE,CND (SMALL-EXTRA LRG)",2.81
OLIVES,"OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)",3.82
OLIVES,"OLIVES,PICKLED,CND OR BTLD,GRN",2.96
ORANGES,"ORANGES,RAW,ALL COMM VAR",1.39
ORANGES,"ORANGES,RAW,CALIFORNIA,VALENCIAS",0.91
ORANGES,"ORANGES,RAW,NAVELS",3.09
ORANGES,"ORANGES,RAW,FLORIDA",1.13
ORANGES,"ORANGES,RAW,WITH PEEL",3.4
ORANGE JUICE,"ORANGE JUICE,RAW",2.06
ORANGE JUC,"ORANGE JUC,CND,UNSWTND",4.27
ORANGE JUC,"ORANGE JUC,CHILLED,INCL FROM CONC",1.8
ORANGE JUC,"ORANGE JUC,CHILLED,INCL FROM CONC,FORT W/ CA & VITAMIN D",3.75
ORANGE JUC,"ORANGE JUC,FRZ CONC,UNSWTND,UNDIL",4.37
ORANGE JUC,"ORANGE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",0.92
ORANGE PEEL,"ORANGE PEEL,RAW",4.73
ORANGE-GRAPEFRUIT JUC,"ORANGE-GRAPEFRUIT JUC,CND,UNSWTND",4.72
TANGERINES,"TANGERINES,(MANDARIN ORANGES),RAW",1.61
TANGERINES,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",0.76
TANGERINES,"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",1.03
TANGERINE JUICE,"TANGERINE JUICE,RAW",0.69
TANGERINE JUC,"TANGERINE JUC,CND,SWTND",4.64
TANGERINE JUC,"TANGERINE JUC,FRZ CONC,SWTND,UNDIL",1.25
TANGERINE JUC,"TANGERINE JUC,FRZ CONC,SWTND,DIL W/3 VOLUME H2O",4.5
PAPAYAS,"PAPAYAS,RAW",4.31
PAPAYA NECTAR,"PAPAYA NECTAR,CANNED",3.34
PASSION-FRUIT,"PASSION-FRUIT,(GRANADILLA),PURPLE,RAW",3.64
PASSION-FRUIT JUC,"PASSION-FRUIT JUC,PURPLE,RAW",4.48
PASSION-FRUIT JUC,"PASSION-FRUIT JUC,YEL,RAW",4.87
PEACHES,"PEACHES,RAW",3.47
PEACHES,"PEACHES,CND,H2O PK,SOL&LIQUIDS",1.71
PEACHES,"PEACHES,CND,JUC PK,SOL&LIQUIDS",3.71
PEACHES,"PEACHES,CND,EX LT SYRUP,SOL&LIQUIDS",3.42
PEACHES,"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",3.03
PEACHES,"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS",1.34
PEACHES,"PEACHES,CND,EX HVY SYRUP PK,SOL&LIQUIDS",2.12
PEACHES,"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS",3.44
PEACHES,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",3.12
PEACHES,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,STWD",0.88
PEACHES,"PEACHES,DRIED,SULFURED,UNCKD",4.01
PEACHES,"PEACHES,DRIED,SULFURED,STWD,WO/ SUGAR",1.83
PEACHES,"PEACHES,DRIED,SULFURED,STWD,W/ SUGAR",1.38
PEACHES,"PEACHES,FRZ,SLICED,SWTND",2.38
PEACH NECTAR,"PEACH NECTAR,CND,WO/ VIT C",1.19
PEARS,"PEARS,RAW",4.23
PEARS,"PEARS,CND,H2O PK,SOL&LIQUIDS",2.8
PEARS,"PEARS,CND,JUC PK,SOL&LIQUIDS",4.23
PEARS,"PEARS,CND,EX LT SYRUP PK,SOL&LIQUIDS",3.53
PEARS,"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS",4.48
PEARS,"PEARS,CND,HVY SYRUP PK,SOL&LIQUIDS",2.34
PEARS,"PEARS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",1.07
PEARS,"PEARS,DRIED,SULFURED,UNCKD",1.24
PEARS,"PEARS,DRIED,SULFURED,STWD,WO/ SUGAR",3.86
PEARS,"PEARS,DRIED,SULFURED,STWD,W/ SUGAR",3.26
PEAR NECTAR,"PEAR NECTAR,CND,WO/ VIT C",2.34
PERSIMMONS,"PERSIMMONS,JAPANESE,RAW",2.38
PERSIMMONS,"PERSIMMONS,JAPANESE,DRIED",2.68
PERSIMMONS,"PERSIMMONS,NATIVE,RAW",4.19
PINEAPPLE,"PINEAPPLE,RAW,ALL VAR",1.24
PINEAPPLE,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",2.34
PINEAPPLE,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",1.8
PINEAPPLE,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",1.43
PINEAPPLE,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",0.36
PINEAPPLE,"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",1.82
PINEAPPLE,"PINEAPPLE,FRZ,CHUNKS,SWTND",1.36
PINEAPPLE JUC,"PINEAPPLE JUC,CND,UNSWTND,WO/ VIT C",0.54
PINEAPPLE JUC,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",0.59
PINEAPPLE JUC,"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",0.97
PITANGA,"PITANGA,(SURINAM-CHERRY),RAW",2.95
PLANTAINS,"PLANTAINS,RAW",0.67
PLANTAINS,"PLANTAINS,COOKED",0.73
PLUMS,"PLUMS,RAW",4.21
PLUMS,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",2.2
PLUMS,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",1.33
PLUMS,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",3.63
PLUMS,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",2.23
PLUMS,"PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS",2.87
POMEGRANATES,"POMEGRANATES,RAW",1.93
PRICKLY PEARS,"PRICKLY PEARS,RAW",4.01
PRUNES,"PRUNES,CND,HVY SYRUP PK,SOL&LIQUIDS",3.22
PRUNES,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD",2.11
PRUNES,"PRUNES,DEHYD (LOW-MOISTURE),STWD",2.89
PLUMS,"PLUMS,DRIED (PRUNES),UNCKD",3.77
PLUMS,"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",0.65
PLUMS,"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR",3.75
PRUNE JUICE,"PRUNE JUICE,CANNED",4.89
PUMMELO,"PUMMELO,RAW",0.94
QUINCES,"QUINCES,RAW",1.21
RAISINS,"RAISINS,GOLDEN SEEDLESS",3.7
RAISINS,"RAISINS,SEEDLESS",1.6
RAISINS,"RAISINS,SEEDED",2.18
RAMBUTAN,"RAMBUTAN,CND,SYRUP PK",1.51
RASPBERRIES,"RASPBERRIES,RAW",1.58
RASPBERRIES,"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS",2.21
RASPBERRIES,"RASPBERRIES,FRZ,RED,SWTND",3.14
RHUBARB,"RHUBARB,RAW",3.71
RHUBARB,"RHUBARB,FROZEN,UNCOOKED",4.32
RHUBARB,"RHUBARB,FRZ,CKD,W/SUGAR",2.59
ROSELLE,"ROSELLE,RAW",4.57
ROSE-APPLES,"ROSE-APPLES,RAW",0.52
SAPODILLA,"SAPODILLA,RAW",0.8
SAPOTES,"SAPOTES,(MARMALADE PLUM),RAW",2.3
SOURSOP,"SOURSOP,RAW",0.56
STRAWBERRIES,"STRAWBERRIES,RAW",3.11
STRAWBERRIES,"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS",0.87
STRAWBERRIES,"STRAWBERRIES,FRZ,UNSWTND",3.06
STRAWBERRIES,"STRAWBERRIES,FRZ,SWTND,WHL",4.53
STRAWBERRIES,"STRAWBERRIES,FRZ,SWTND,SLICED",2.37
SUGAR-APPLES,"SUGAR-APPLES,(SWEETSOP),RAW",1.72
TAMARINDS,"TAMARINDS,RAW",2.49
FRUIT SALAD,"FRUIT SALAD,TROPICAL,CND,HVY SYRUP,SOL&LIQUIDS",4.5
WATERMELON,"WATERMELON,RAW",4.51
MARASCHINO CHERRIES,"MARASCHINO CHERRIES,CND,DRND",3.76
FEIJOA,"FEIJOA,RAW",2.41
PEARS,"PEARS,ASIAN,RAW",4.47
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,HVY SYRUP,DRND",2.94
BLUEBERRIES,"BLUEBERRIES,CND,LT SYRUP,DRND",4.84
BLUEBERRIES,"BLUEBERRIES,WILD,CND,HVY SYRUP,DRND",3.04
PINEAPPLE,"PINEAPPLE,CND,JUC PK,DRND",1.9
APRICOTS,"APRICOTS,CND,HVY SYRUP,DRND",4.85
CHERRIES,"CHERRIES,SWT,CND,PITTED,HVY SYRUP,DRND",3.74
PEACHES,"PEACHES,CND,HVY SYRUP,DRND",1.68
PEARS,"PEARS,CND,HVY SYRUP,DRND",3.88
PLUMS,"PLUMS,CND,HVY SYRUP,DRND",1.47
TANGERINES,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND",3.97
APPLE JUC,"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",1.75
APPLESAUCE,"APPLESAUCE,CND,UNSWTND,W/ VIT C",2.0
APPLESAUCE,"APPLESAUCE,CND,SWTND,W/SALT",2.08
APRICOT NECTAR,"APRICOT NECTAR,CND,W/ VIT C",0.51
GRAPEFRUIT JUICE,"GRAPEFRUIT JUICE,PINK,RAW",4.87
KIWIFRUIT,"KIWIFRUIT,(CHINESE GOOSEBERRIES),HELD IN STORAGE,RAW",4.04
ORANGE JUC,"ORANGE JUC,CALIFORNIA,CHILLED,INCL FROM CONC",4.26
PEACH NECTAR,"PEACH NECTAR,CND,W/ VIT C",3.75
PEAR NECTAR,"PEAR NECTAR,CND,W/ VIT C",3.03
PINEAPPLE JUC,"PINEAPPLE JUC,CND,UNSWTND,W/ ADDED VIT C",2.13
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,W/ VIT C",1.28
APPLE JUC,"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O,W/ VIT C",1.37
JACKFRUIT,"JACKFRUIT,CND,SYRUP PK",4.99
DATES,"DATES,MEDJOOL",2.49
DURIAN,"DURIAN,RAW OR FROZEN",4.71
No Category,PRUNE PUREE,3.43
No Category,CANDIED FRUIT,2.61
ABIYUCH,"ABIYUCH,RAW",2.02
ROWAL,"ROWAL,RAW",2.4
PINEAPPLE,"PINEAPPLE,RAW,TRADITIONAL VAR",0.97
PINEAPPLE,"PINEAPPLE,RAW,EX SWT VAR",0.45
USDA CMDTY,"USDA CMDTY,MXD FRUIT (PEACH,PEARS,GRAPES),CND,LT SYRUP,DRND",2.93
USDA CMDTY,"USDA CMDTY,MXD FRUIT (PEACH,PEAR,GRAPE),CND,LT SYR,SOL & LIQ",1.44
CLEMENTINES,"CLEMENTINES,RAW",3.61
GUANABANA NECTAR,"GUANABANA NECTAR,CND",0.54
GUAVA NECTAR,"GUAVA NECTAR,CND",1.18
